ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,cluster
CLI10154,F,No,51,Si,Artista,+20annos,Bajo,1,1973,Generacion X,86166,ilava,117,50,0,368,3.0,Jóvenes con gasto moderado (0)
CLI10155,M,No,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,44559,Guipiºzcoa,11,50,0,106,,Jóvenes con gasto moderado (0)
CLI10156,F,No,30,No,Artista,<10annos,Bajo,6,1994,Millennials,28770,ivila,801,30,1,117,,"Ricos, mayores y no digitales (2)"
CLI10157,F,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,28516,Granada,2202,30,0,125,,"Ricos, mayores y no digitales (2)"
CLI10158,F,No,23,Si,Artista,<10annos,Bajo,2,2001,Generacion Z,14041,Leon,2789,30,1,188,,"Ricos, mayores y no digitales (2)"
CLI10159,M,Si,77,No,Servicios,+20annos,Alto,2,1947,Generacion X,52019,Castellon,896,30,0,314,5.0,Adultos equilibrados y con poder (3)
CLI1016,M,Si,47,Si,Ejecutivo,+20annos,Alto,3,1977,Generacion X,52676,Toledo,622,30,0,291,,Jóvenes con gasto moderado (0)
CLI10160,M,Si,31,Si,Otros,<10annos,Bajo,2,1993,Millennials,23410,Las Palmas,1675,30,0,182,,"Ricos, mayores y no digitales (2)"
CLI10161,F,Si,64,Si,Construccion,+20annos,Bajo,4,1960,Generacion X,78658,ivila,1385,80,0,549,1.0,Jóvenes con bajos ingresos(1)
CLI10162,F,Si,30,Si,Otros,<10annos,Medio,2,1994,Millennials,19097,Badajoz,1468,30,0,466,3.0,Jóvenes con gasto moderado (0)
CLI10163,F,Si,54,No,Ingeniero,+20annos,Medio,5,1970,Generacion X,26098,Burgos,1209,30,0,136,,Jóvenes con bajos ingresos(1)
CLI10164,F,Si,41,No,Ingeniero,10-20annos,Medio,3,1983,Millennials,31365,Santa Cruz de Tenerife,1698,30,0,65,,Jóvenes con gasto moderado (0)
CLI10165,M,Si,43,No,Otros,+20annos,Medio,4,1981,Millennials,89250,Valladolid,1606,30,1,366,3.0,Jóvenes con gasto moderado (0)
CLI10166,F,No,31,No,Medico,<10annos,Bajo,4,1993,Millennials,28281,Guipiºzcoa,202,30,0,177,,"Ricos, mayores y no digitales (2)"
CLI10167,M,Si,80,No,Otros,+20annos,Medio,2,1944,Generacion Silenciosa,53497,Murcia,115,30,0,176,,Jóvenes con bajos ingresos(1)
CLI10168,F,Si,56,Si,Artista,+20annos,Medio,5,1968,Generacion X,43550,Salamanca,1502,30,0,87,,Jóvenes con bajos ingresos(1)
CLI10169,F,Si,53,Si,Medico,+20annos,Medio,3,1971,Generacion X,66112,Palencia,564,80,0,543,4.0,Jóvenes con bajos ingresos(1)
CLI1017,M,Si,41,Si,Otros,10-20annos,Bajo,1,1983,Millennials,124759,Santa Cruz de Tenerife,1721,50,0,554,1.0,Jóvenes con gasto moderado (0)
CLI10170,M,Si,79,Si,Construccion,+20annos,Bajo,1,1945,Generacion Silenciosa,34814,La Corui±a,1111,30,1,119,,Adultos equilibrados y con poder (3)
CLI10171,M,Si,52,No,Artista,+20annos,Medio,1,1972,Generacion X,88831,Toledo,1013,120,0,480,3.0,Jóvenes con bajos ingresos(1)
CLI10172,F,Si,74,Si,Medico,+20annos,Bajo,1,1950,Generacion X,32236,Ceuta,1678,30,0,251,,Jóvenes con gasto moderado (0)
CLI10173,M,Si,85,Si,Servicios,+20annos,Alto,2,1939,Generacion Silenciosa,41602,Albacete,1502,50,0,284,,Adultos equilibrados y con poder (3)
CLI10174,M,Si,51,Si,Artista,+20annos,Medio,3,1973,Generacion X,81028,Guadalajara,857,80,0,490,3.0,Jóvenes con bajos ingresos(1)
CLI10175,F,Si,57,Si,Artista,+20annos,Medio,4,1967,Generacion X,60728,Soria,74,80,0,178,,Jóvenes con bajos ingresos(1)
CLI10176,M,Si,74,No,Servicios,+20annos,Bajo,1,1950,Generacion X,56887,Caceres,1502,30,0,545,4.0,Jóvenes con gasto moderado (0)
CLI10177,M,Si,68,Si,Medico,+20annos,Medio,4,1956,Generacion X,33016,ilava,1091,30,0,149,,Jóvenes con bajos ingresos(1)
CLI10178,M,Si,50,Si,Medico,+20annos,Medio,3,1974,Generacion X,75329,Cordoba,1385,80,1,187,,Jóvenes con bajos ingresos(1)
CLI10179,M,Si,44,Si,Medico,+20annos,Medio,5,1980,Generacion X,54941,Cordoba,732,30,0,112,,Jóvenes con bajos ingresos(1)
CLI1018,M,Si,65,Si,Otros,+20annos,Medio,3,1959,Generacion X,44490,Cadiz,955,30,0,524,4.0,Jóvenes con bajos ingresos(1)
CLI10180,F,Si,66,Si,Artista,+20annos,Medio,2,1958,Generacion X,42980,Alicante,1385,50,0,361,5.0,Jóvenes con bajos ingresos(1)
CLI10181,F,Si,41,Si,Medico,10-20annos,Medio,4,1983,Millennials,89677,Palencia,1146,30,1,253,,Jóvenes con gasto moderado (0)
CLI10182,M,Si,76,No,Ejecutivo,+20annos,Alto,1,1948,Generacion X,38381,Cordoba,564,30,0,287,,Adultos equilibrados y con poder (3)
CLI10183,F,Si,64,Si,Artista,+20annos,Alto,4,1960,Generacion X,90722,Huesca,681,80,0,206,,Adultos equilibrados y con poder (3)
CLI10184,M,Si,57,Si,Artista,+20annos,Bajo,1,1967,Generacion X,36066,Baleares,1717,50,1,251,,Jóvenes con gasto moderado (0)
CLI10185,M,No,22,No,Funcionario,<10annos,Bajo,5,2002,Generacion Z,18267,Segovia,1823,30,1,134,,"Ricos, mayores y no digitales (2)"
CLI10186,F,,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,25331,Lugo,2202,30,1,122,,"Ricos, mayores y no digitales (2)"
CLI10187,M,Si,73,Si,Artista,+20annos,Bajo,1,1951,Generacion X,49123,Vizcaya,15215,50,1,230,,Jóvenes con gasto moderado (0)
CLI10188,M,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,12761,Cordoba,2823,30,0,219,,"Ricos, mayores y no digitales (2)"
CLI10189,F,Si,58,Si,Artista,+20annos,Medio,5,1966,Generacion X,115807,Vizcaya,994,30,0,231,,Jóvenes con bajos ingresos(1)
CLI1019,F,Si,66,Si,Artista,+20annos,Bajo,3,1958,Generacion X,67634,La Rioja,115,80,0,111,,Jóvenes con bajos ingresos(1)
CLI10190,F,Si,65,Si,Construccion,+20annos,Bajo,1,1959,Generacion X,38204,Zaragoza,603,50,1,325,5.0,Jóvenes con gasto moderado (0)
CLI10191,F,Si,67,Si,Artista,+20annos,Medio,4,1957,Generacion X,102091,Palencia,1443,80,0,266,,Jóvenes con bajos ingresos(1)
CLI10192,F,Si,75,Si,Ingeniero,+20annos,Bajo,2,1949,Generacion X,66969,Leon,74,50,1,217,,Adultos equilibrados y con poder (3)
CLI10193,M,No,22,No,Funcionario,<10annos,Bajo,3,2002,Generacion Z,22581,Gerona,1892,30,1,269,,"Ricos, mayores y no digitales (2)"
CLI10194,M,No,22,No,Funcionario,<10annos,Bajo,4,2002,Generacion Z,16292,Almeri­a,2409,30,1,282,,"Ricos, mayores y no digitales (2)"
CLI10195,F,,54,Si,Artista,+20annos,Bajo,4,1970,Generacion X,120744,Tarragona,1228,80,0,109,,Jóvenes con gasto moderado (0)
CLI10196,M,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,17704,Segovia,1685,30,0,460,3.0,"Ricos, mayores y no digitales (2)"
CLI10197,F,No,30,No,Funcionario,<10annos,Bajo,4,1994,Millennials,29400,Madrid,1215,30,1,180,,"Ricos, mayores y no digitales (2)"
CLI10198,M,Si,35,Si,Servicios,10-20annos,Bajo,2,1989,Millennials,26083,Teruel,1284,30,1,319,5.0,Jóvenes con gasto moderado (0)
CLI10199,F,Si,74,Si,Artista,+20annos,Medio,3,1950,Generacion X,99085,Soria,1424,80,0,153,,Jóvenes con bajos ingresos(1)
CLI102,M,Si,66,Si,Artista,+20annos,Medio,4,1958,Generacion X,111087,Zamora,16,80,0,51,,Jóvenes con bajos ingresos(1)
CLI1020,M,Si,76,No,Servicios,+20annos,Bajo,3,1948,Generacion X,46622,La Rioja,1267,30,1,173,,Jóvenes con gasto moderado (0)
CLI10200,M,No,30,No,Otros,<10annos,Bajo,3,1994,Millennials,18319,Ciudad Real,1583,30,0,349,5.0,"Ricos, mayores y no digitales (2)"
CLI10201,M,Si,79,Si,Ejecutivo,+20annos,Bajo,1,1945,Generacion Silenciosa,36960,Palencia,642,50,0,234,,Adultos equilibrados y con poder (3)
CLI10202,F,No,35,No,Medico,10-20annos,Bajo,5,1989,Millennials,26125,Baleares,1905,30,1,326,5.0,"Ricos, mayores y no digitales (2)"
CLI10203,F,No,31,No,Servicios,<10annos,Bajo,2,1993,Millennials,30396,Melilla,1491,30,0,127,,"Ricos, mayores y no digitales (2)"
CLI10204,M,Si,32,Si,Funcionario,10-20annos,Bajo,1,1992,Millennials,25460,Salamanca,847,30,0,499,3.0,Jóvenes con gasto moderado (0)
CLI10205,F,No,21,No,Funcionario,<10annos,Bajo,5,2003,Generacion Z,23780,Orense,10635,30,0,323,5.0,"Ricos, mayores y no digitales (2)"
CLI10206,F,Si,57,Si,Artista,+20annos,Medio,5,1967,Generacion X,93294,Guipiºzcoa,1267,30,0,225,,Jóvenes con bajos ingresos(1)
CLI10207,F,Si,52,Si,Medico,+20annos,Medio,2,1972,Generacion X,64107,Ciudad Real,1248,50,1,134,,Jóvenes con bajos ingresos(1)
CLI10208,M,No,21,No,Funcionario,<10annos,Bajo,5,2003,Generacion Z,23259,Valladolid,1581,30,0,64,,"Ricos, mayores y no digitales (2)"
CLI10209,F,No,20,No,Funcionario,<10annos,Bajo,1,2004,Generacion Z,12477,Caceres,1857,30,1,108,,"Ricos, mayores y no digitales (2)"
CLI1021,M,Si,54,Si,Ejecutivo,+20annos,Alto,4,1970,Generacion X,126658,Baleares,117,80,1,193,,Adultos equilibrados y con poder (3)
CLI10210,F,Si,87,No,Servicios,+20annos,Alto,2,1937,Generacion Silenciosa,115179,Guipiºzcoa,1052,120,0,283,,Adultos equilibrados y con poder (3)
CLI10211,F,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,17979,Las Palmas,2064,30,0,298,,"Ricos, mayores y no digitales (2)"
CLI10212,F,Si,53,Si,Artista,+20annos,Bajo,3,1971,Generacion X,62939,Vizcaya,1717,80,1,399,3.0,Jóvenes con gasto moderado (0)
CLI10213,M,Si,57,Si,Artista,+20annos,Medio,3,1967,Generacion X,116507,ivila,1541,80,0,362,5.0,Jóvenes con bajos ingresos(1)
CLI10214,M,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,20114,Ciudad Real,2271,30,0,382,3.0,"Ricos, mayores y no digitales (2)"
CLI10215,F,Si,64,Si,Artista,+20annos,Bajo,1,1960,Generacion X,107111,Granada,1561,50,0,316,5.0,Adultos equilibrados y con poder (3)
CLI10216,F,Si,76,Si,Ingeniero,+20annos,Bajo,1,1948,Generacion X,52694,ilava,1228,50,0,310,5.0,Adultos equilibrados y con poder (3)
CLI10217,M,Si,41,Si,Otros,10-20annos,Bajo,1,1983,Millennials,92439,Gerona,1767,50,0,586,1.0,Jóvenes con gasto moderado (0)
CLI10218,F,No,33,No,Funcionario,10-20annos,Bajo,3,1991,Millennials,22939,Barcelona,133,30,0,77,,"Ricos, mayores y no digitales (2)"
CLI10219,F,,28,No,Funcionario,<10annos,Bajo,4,1996,Millennials,21776,LLeida,2237,30,0,174,,"Ricos, mayores y no digitales (2)"
CLI1022,M,No,25,No,Funcionario,<10annos,Bajo,5,1999,Generacion Z,20965,Leon,1029,30,0,141,,"Ricos, mayores y no digitales (2)"
CLI10220,F,No,43,Si,Ingeniero,+20annos,Bajo,2,1981,Millennials,39385,ilava,1146,50,0,570,4.0,Jóvenes con gasto moderado (0)
CLI10221,M,Si,47,Si,Otros,+20annos,Bajo,2,1977,Generacion X,96043,Huelva,876,50,1,157,,Jóvenes con gasto moderado (0)
CLI10222,F,No,35,No,Ingeniero,10-20annos,Bajo,1,1989,Millennials,26701,Jaen,133,30,1,345,5.0,"Ricos, mayores y no digitales (2)"
CLI10223,M,No,25,No,Funcionario,<10annos,Bajo,5,1999,Generacion Z,23873,Madrid,13395,30,0,44,,"Ricos, mayores y no digitales (2)"
CLI10224,F,No,33,No,Funcionario,10-20annos,Bajo,3,1991,Millennials,23171,Murcia,1928,30,1,325,5.0,"Ricos, mayores y no digitales (2)"
CLI10225,F,Si,45,No,Ingeniero,+20annos,Bajo,2,1979,Generacion X,74707,Huesca,1698,30,1,147,,Jóvenes con gasto moderado (0)
CLI10226,M,Si,54,Si,Artista,+20annos,Medio,2,1970,Generacion X,90484,Gerona,1502,50,0,351,5.0,Jóvenes con bajos ingresos(1)
CLI10227,M,Si,73,No,Ejecutivo,+20annos,Bajo,3,1951,Generacion X,98252,Albacete,1052,30,1,142,,Jóvenes con gasto moderado (0)
CLI10228,F,Si,74,Si,Medico,+20annos,Bajo,2,1950,Generacion X,76622,Badajoz,1482,50,0,219,,Adultos equilibrados y con poder (3)
CLI10229,M,No,33,Si,Funcionario,10-20annos,Bajo,2,1991,Millennials,28639,Murcia,1238,30,1,139,,"Ricos, mayores y no digitales (2)"
CLI1023,F,Si,47,Si,Artista,+20annos,Medio,3,1977,Generacion X,124410,Melilla,583,80,0,393,3.0,Jóvenes con bajos ingresos(1)
CLI10230,F,No,43,Si,Medico,+20annos,Bajo,1,1981,Millennials,32086,ivila,1146,30,1,222,,"Ricos, mayores y no digitales (2)"
CLI10231,F,,57,Si,Artista,+20annos,Bajo,4,1967,Generacion X,116732,Ciudad Real,1541,80,0,522,1.0,Jóvenes con gasto moderado (0)
CLI10232,F,Si,63,Si,Artista,+20annos,Medio,5,1961,Generacion X,72707,Segovia,915,30,1,211,,Jóvenes con bajos ingresos(1)
CLI10233,M,Si,69,Si,Ejecutivo,+20annos,Alto,1,1955,Generacion X,83674,Malaga,1482,50,0,302,5.0,Adultos equilibrados y con poder (3)
CLI10234,F,Si,57,No,Construccion,+20annos,Alto,3,1967,Generacion X,123831,Cordoba,1756,200,0,267,,Adultos equilibrados y con poder (3)
CLI10235,M,Si,67,Si,Servicios,+20annos,Medio,2,1957,Generacion X,53934,Granada,1561,50,0,482,3.0,Jóvenes con bajos ingresos(1)
CLI10236,M,Si,39,Si,Otros,10-20annos,Bajo,2,1985,Millennials,28343,Burgos,1721,30,1,329,5.0,Jóvenes con gasto moderado (0)
CLI10237,M,Si,57,Si,Artista,+20annos,Medio,2,1967,Generacion X,51843,Albacete,896,50,1,250,,Jóvenes con bajos ingresos(1)
CLI10238,F,Si,50,Si,Ingeniero,+20annos,Alto,2,1974,Generacion X,42563,Guipiºzcoa,1091,50,0,76,,Jóvenes con gasto moderado (0)
CLI10239,M,Si,41,Si,Otros,10-20annos,Medio,2,1983,Millennials,125202,Orense,1928,50,0,246,,Jóvenes con bajos ingresos(1)
CLI1024,F,No,24,No,Funcionario,<10annos,Bajo,7,2000,Generacion Z,21094,Cordoba,2306,30,1,262,,"Ricos, mayores y no digitales (2)"
CLI10240,F,Si,50,Si,Ingeniero,+20annos,Medio,2,1974,Generacion X,62926,Baleares,1482,50,0,104,,Jóvenes con bajos ingresos(1)
CLI10241,F,Si,61,Si,Ingeniero,+20annos,Medio,1,1963,Generacion X,74579,Albacete,1287,50,0,127,,Jóvenes con bajos ingresos(1)
CLI10242,F,Si,54,Si,Ingeniero,+20annos,Medio,1,1970,Generacion X,46543,Leon,622,50,1,394,3.0,Jóvenes con bajos ingresos(1)
CLI10243,F,Si,46,No,Otros,+20annos,Bajo,6,1978,Generacion X,128961,Jaen,11305,200,1,345,5.0,Adultos equilibrados y con poder (3)
CLI10244,F,Si,43,Si,Medico,+20annos,Alto,2,1981,Millennials,101069,ilava,1031,50,1,379,3.0,Jóvenes con gasto moderado (0)
CLI10245,M,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,20051,Las Palmas,1823,30,0,255,,"Ricos, mayores y no digitales (2)"
CLI10246,M,Si,47,No,Artista,+20annos,Medio,3,1977,Generacion X,43327,Ciudad Real,857,30,0,507,4.0,Jóvenes con bajos ingresos(1)
CLI10247,M,Si,55,No,Ejecutivo,+20annos,Medio,4,1969,Generacion X,54201,Valladolid,681,30,1,190,,Jóvenes con bajos ingresos(1)
CLI10248,M,Si,41,Si,Artista,10-20annos,Medio,4,1983,Millennials,126428,Barcelona,1859,200,0,324,5.0,Jóvenes con bajos ingresos(1)
CLI10249,F,No,41,Si,Ingeniero,10-20annos,Bajo,1,1983,Millennials,21726,Guadalajara,939,30,0,90,,"Ricos, mayores y no digitales (2)"
CLI1025,M,No,32,No,Funcionario,10-20annos,Bajo,4,1992,Millennials,25237,Castellon,1077,30,1,366,3.0,"Ricos, mayores y no digitales (2)"
CLI10250,M,Si,69,Si,Otros,+20annos,Bajo,3,1955,Generacion X,80549,Castellon,1013,80,0,141,,Adultos equilibrados y con poder (3)
CLI10251,M,Si,91,Si,Servicios,+20annos,Bajo,2,1933,Generacion Silenciosa,71830,Guipiºzcoa,1756,50,0,579,1.0,Adultos equilibrados y con poder (3)
CLI10252,M,Si,61,Si,Artista,+20annos,Medio,3,1963,Generacion X,60525,Teruel,603,80,0,34,,Jóvenes con bajos ingresos(1)
CLI10253,M,Si,78,Si,Artista,+20annos,Bajo,3,1946,Generacion X,34419,LLeida,1326,30,1,151,,Jóvenes con gasto moderado (0)
CLI10254,M,Si,96,No,Servicios,+20annos,Bajo,1,1928,Generacion Silenciosa,75101,Santa Cruz de Tenerife,876,120,1,199,,Adultos equilibrados y con poder (3)
CLI10255,F,Si,54,Si,Otros,+20annos,Medio,5,1970,Generacion X,37061,Murcia,1326,30,0,139,,Jóvenes con bajos ingresos(1)
CLI10256,M,Si,30,No,Medico,<10annos,Bajo,4,1994,Millennials,26092,Caceres,1399,30,0,248,,"Ricos, mayores y no digitales (2)"
CLI10257,F,Si,28,No,Negocios/empresa,<10annos,Bajo,4,1996,Millennials,27427,Tarragona,1305,30,1,298,,"Ricos, mayores y no digitales (2)"
CLI10258,M,Si,46,No,Funcionario,+20annos,Bajo,2,1978,Generacion X,36609,Cuenca,681,30,1,349,5.0,Jóvenes con gasto moderado (0)
CLI10259,F,Si,73,Si,Artista,+20annos,Bajo,2,1951,Generacion X,86060,ivila,1639,50,0,235,,Adultos equilibrados y con poder (3)
CLI1026,M,Si,29,Si,Negocios/empresa,<10annos,Bajo,2,1995,Millennials,31110,Ciudad Real,2961,30,0,389,3.0,"Ricos, mayores y no digitales (2)"
CLI10260,F,No,35,Si,Funcionario,10-20annos,Bajo,1,1989,Millennials,22751,Madrid,1767,30,0,117,,"Ricos, mayores y no digitales (2)"
CLI10261,F,Si,35,Si,Medico,10-20annos,Bajo,2,1989,Millennials,19804,Ciudad Real,939,30,0,184,,Jóvenes con gasto moderado (0)
CLI10262,F,Si,41,No,Medico,10-20annos,Bajo,1,1983,Millennials,84270,Valladolid,1261,120,1,300,,Jóvenes con gasto moderado (0)
CLI10263,F,Si,68,,Servicios,+20annos,Bajo,5,1956,Generacion X,116584,Sevilla,1697,30,0,579,4.0,Jóvenes con bajos ingresos(1)
CLI10264,F,No,36,Si,Funcionario,10-20annos,Bajo,4,1988,Millennials,26602,Jaen,1123,30,0,184,,"Ricos, mayores y no digitales (2)"
CLI10265,F,Si,50,Si,Construccion,+20annos,Medio,2,1974,Generacion X,95678,Las Palmas,994,50,1,119,,Jóvenes con bajos ingresos(1)
CLI10266,F,,20,No,Funcionario,<10annos,Bajo,5,2004,Generacion Z,19371,Caceres,1098,30,0,420,3.0,"Ricos, mayores y no digitales (2)"
CLI10267,F,Si,41,Si,Artista,10-20annos,Medio,3,1983,Millennials,57412,Alicante,1767,30,0,62,,Jóvenes con gasto moderado (0)
CLI10268,M,No,33,Si,Medico,10-20annos,Bajo,4,1991,Millennials,22470,Huelva,893,30,1,183,,"Ricos, mayores y no digitales (2)"
CLI10269,M,No,34,Si,Otros,10-20annos,Bajo,3,1990,Millennials,18349,Guipiºzcoa,1514,30,0,110,,"Ricos, mayores y no digitales (2)"
CLI1027,F,Si,40,No,Artista,10-20annos,Medio,4,1984,Millennials,83811,Ciudad Real,916,30,1,261,,Jóvenes con gasto moderado (0)
CLI10270,F,Si,53,Si,Artista,+20annos,Medio,4,1971,Generacion X,100069,Guadalajara,1717,80,0,321,5.0,Jóvenes con bajos ingresos(1)
CLI10271,M,No,34,Si,Funcionario,10-20annos,Bajo,1,1990,Millennials,21343,Caceres,962,30,0,119,,"Ricos, mayores y no digitales (2)"
CLI10272,F,Si,40,Si,Medico,10-20annos,Bajo,2,1984,Millennials,43942,ivila,916,50,0,255,,Jóvenes con gasto moderado (0)
CLI10273,M,Si,67,Si,Otros,+20annos,Medio,6,1957,Generacion X,49766,Vizcaya,117,30,0,321,5.0,Jóvenes con bajos ingresos(1)
CLI10274,F,Si,91,No,Servicios,+20annos,Alto,2,1933,Generacion Silenciosa,107868,Jaen,1658,120,1,118,,Adultos equilibrados y con poder (3)
CLI10275,M,Si,85,No,Servicios,+20annos,Alto,2,1939,Generacion Silenciosa,121885,Granada,583,120,0,368,3.0,Adultos equilibrados y con poder (3)
CLI10276,F,Si,51,Si,Artista,+20annos,Alto,3,1973,Generacion X,124604,Granada,74,80,0,257,,Adultos equilibrados y con poder (3)
CLI10277,M,Si,53,Si,Ingeniero,+20annos,Medio,3,1971,Generacion X,128816,Teruel,759,80,0,160,,Jóvenes con bajos ingresos(1)
CLI10278,M,No,21,No,Funcionario,<10annos,Bajo,5,2003,Generacion Z,13750,Lugo,2789,30,0,337,5.0,"Ricos, mayores y no digitales (2)"
CLI10279,M,No,23,No,Funcionario,<10annos,Bajo,3,2001,Generacion Z,19722,Melilla,1443,30,0,208,,"Ricos, mayores y no digitales (2)"
CLI1028,F,No,61,Si,Otros,+20annos,Bajo,1,1963,Generacion X,103487,Vizcaya,117,50,1,353,5.0,Jóvenes con gasto moderado (0)
CLI10280,F,No,44,No,Ingeniero,+20annos,Bajo,1,1980,Generacion X,66433,Huelva,962,30,0,264,,Jóvenes con gasto moderado (0)
CLI10281,M,No,30,No,Funcionario,<10annos,Bajo,5,1994,Millennials,25993,Navarra,1192,30,1,345,5.0,"Ricos, mayores y no digitales (2)"
CLI10282,F,Si,54,No,Negocios/empresa,+20annos,Bajo,1,1970,Generacion X,43747,LLeida,603,30,1,319,5.0,Jóvenes con gasto moderado (0)
CLI10283,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,17206,Soria,14775,30,1,236,,"Ricos, mayores y no digitales (2)"
CLI10284,F,No,58,Si,Otros,+20annos,Bajo,1,1966,Generacion X,126353,Ceuta,1756,50,0,55,,Jóvenes con gasto moderado (0)
CLI10285,M,No,32,Si,Artista,10-20annos,Bajo,1,1992,Millennials,26992,Soria,156,30,0,232,,"Ricos, mayores y no digitales (2)"
CLI10286,M,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,31644,Cadiz,1926,30,1,259,,"Ricos, mayores y no digitales (2)"
CLI10287,M,Si,92,Si,Servicios,+20annos,Alto,2,1932,Generacion Silenciosa,40637,Toledo,818,50,0,420,3.0,Adultos equilibrados y con poder (3)
CLI10288,M,No,42,Si,Otros,+20annos,Bajo,4,1982,Millennials,43909,Guadalajara,1353,30,0,553,1.0,Jóvenes con gasto moderado (0)
CLI10289,M,No,29,Si,Medico,<10annos,Bajo,2,1995,Millennials,20874,Pontevedra,2202,30,0,596,4.0,"Ricos, mayores y no digitales (2)"
CLI1029,F,Si,65,Si,Ingeniero,+20annos,Bajo,1,1959,Generacion X,75992,Toledo,994,50,1,292,,Adultos equilibrados y con poder (3)
CLI10290,F,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,16606,La Rioja,1857,30,0,227,,"Ricos, mayores y no digitales (2)"
CLI10291,F,,24,No,Funcionario,<10annos,Bajo,4,2000,Generacion Z,15330,Barcelona,1581,30,0,564,4.0,"Ricos, mayores y no digitales (2)"
CLI10292,M,Si,22,No,Otros,<10annos,Bajo,2,2002,Generacion Z,15837,Las Palmas,2064,30,1,278,,"Ricos, mayores y no digitales (2)"
CLI10293,M,Si,40,Si,Funcionario,10-20annos,Bajo,3,1984,Millennials,88397,LLeida,1905,30,1,354,5.0,Jóvenes con gasto moderado (0)
CLI10294,M,No,20,No,Funcionario,<10annos,Bajo,3,2004,Generacion Z,14480,Castellon,2858,30,0,336,5.0,"Ricos, mayores y no digitales (2)"
CLI10295,F,No,22,No,Funcionario,<10annos,Bajo,4,2002,Generacion Z,12584,ivila,2651,30,0,135,,"Ricos, mayores y no digitales (2)"
CLI10296,F,No,20,No,Negocios/empresa,<10annos,Bajo,4,2004,Generacion Z,13765,ivila,2444,30,0,521,4.0,"Ricos, mayores y no digitales (2)"
CLI10297,M,Si,35,No,Artista,10-20annos,Medio,2,1989,Millennials,26497,Vizcaya,202,30,0,485,3.0,Jóvenes con gasto moderado (0)
CLI10298,F,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,18468,Ceuta,1098,30,0,130,,"Ricos, mayores y no digitales (2)"
CLI10299,M,No,20,No,Funcionario,<10annos,Bajo,2,2004,Generacion Z,21028,Sevilla,165,30,0,577,4.0,"Ricos, mayores y no digitales (2)"
CLI103,M,Si,75,No,Ejecutivo,+20annos,Alto,7,1949,Generacion X,28531,ivila,1482,30,1,142,,Jóvenes con gasto moderado (0)
CLI1030,F,Si,91,Si,Artista,+20annos,Alto,2,1933,Generacion Silenciosa,58680,Las Palmas,115,50,0,300,,Adultos equilibrados y con poder (3)
CLI10300,F,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,20978,Valladolid,2651,30,0,102,,"Ricos, mayores y no digitales (2)"
CLI10301,F,Si,83,Si,Artista,+20annos,Alto,2,1941,Generacion Silenciosa,90893,Valencia,72,50,0,486,3.0,Adultos equilibrados y con poder (3)
CLI10302,M,Si,41,Si,Ingeniero,10-20annos,Medio,2,1983,Millennials,126893,La Rioja,1905,50,0,348,5.0,Jóvenes con bajos ingresos(1)
CLI10303,F,Si,39,Si,Ingeniero,10-20annos,Bajo,3,1985,Millennials,23456,Santa Cruz de Tenerife,1008,30,0,115,,Jóvenes con gasto moderado (0)
CLI10304,M,No,22,No,Funcionario,<10annos,Bajo,3,2002,Generacion Z,16098,La Corui±a,2892,30,1,179,,"Ricos, mayores y no digitales (2)"
CLI10305,M,Si,64,,Otros,+20annos,Medio,4,1960,Generacion X,81431,Palencia,681,30,0,74,,Jóvenes con bajos ingresos(1)
CLI10306,M,No,36,No,Funcionario,10-20annos,Bajo,4,1988,Millennials,24750,Murcia,1054,30,1,276,,"Ricos, mayores y no digitales (2)"
CLI10307,M,Si,64,Si,Artista,+20annos,Bajo,3,1960,Generacion X,109775,Melilla,798,80,0,175,,Jóvenes con bajos ingresos(1)
CLI10308,M,No,22,No,Funcionario,<10annos,Bajo,5,2002,Generacion Z,16362,Gerona,1029,30,0,228,,"Ricos, mayores y no digitales (2)"
CLI10309,M,Si,55,Si,Artista,+20annos,Medio,2,1969,Generacion X,39417,Albacete,583,50,0,152,,Jóvenes con bajos ingresos(1)
CLI1031,F,No,61,Si,Medico,+20annos,Bajo,1,1963,Generacion X,91443,Zamora,1326,50,1,129,,Jóvenes con gasto moderado (0)
CLI10310,F,No,56,Si,Construccion,+20annos,Bajo,1,1968,Generacion X,88356,Barcelona,1346,50,0,564,1.0,Jóvenes con gasto moderado (0)
